baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	sample
9563.846978246727	-1.3523706421937334	0.47919252619108066	-2.822186424615621	0.004769744169631615	0.08486775980555407	A1BG	C516R_G1_D101
8.627842065468768	-0.3596970058305601	1.4011936512351535	-0.2567075618088098	0.7974045336492107	NA	A2M	C516R_G1_D101
1604.069461414239	-0.5694298227878308	0.28897549794400657	-1.9705124719541676	0.048779667031277764	NA	A4GALT	C516R_G1_D101
6383.241663173471	-0.23702727790346514	0.2656018900897037	-0.8924156293594604	0.37217019685363145	0.5213516087823322	AAAS	C516R_G1_D101
735.3713017301586	0.09341654478312335	0.4355243920712419	0.21449210763800924	0.8301633209480166	NA	AACS	C516R_G1_D101
1.1079880218820373	2.8279176922681697	3.8370707656028604	0.7369990977541594	0.4611228980436235	NA	AADACP1	C516R_G1_D101
231.1780546552082	1.118405429306963	0.3296542808986934	3.3926616279879647	6.921708335877985e-4	NA	AADAT	C516R_G1_D101
2508.7001357895483	0.4368162132571176	0.36531272218176686	1.195732277398686	0.23180105123762182	NA	AAGAB	C516R_G1_D101
3280.6430838049914	-2.8867348598463454	0.9978974687801115	-2.8928170981085457	0.0038180356178042258	0.08369041294789056	AAK1	C516R_G1_D101
10571.31473440896	-1.2586159187693071	0.48033313075980943	-2.6202979519201186	0.008785297226717363	0.08619553528524386	AAMDC	C516R_G1_D101
8292.798388790705	-0.4983883906651057	0.3515108908677884	-1.4178462278500537	0.15623566431540967	0.29350929424586686	AAMP	C516R_G1_D101
3.2525621210864077	0.18252995224370552	1.4365645092801635	0.12706004573032922	0.8988928739826874	NA	AANAT	C516R_G1_D101
1256.6488415191247	-0.0717967669655988	0.17860880293450707	-0.40197776249542133	0.6877003920351955	NA	AAR2	C516R_G1_D101
6031.222457500677	-0.2932170479029197	0.40516372176388255	-0.7237001541658212	0.4692498384869289	0.6102489215233834	AARS	C516R_G1_D101
349.16973515582646	0.30433753001760844	0.31372196770713656	0.9700867690008607	0.3320032434783848	NA	AARS2	C516R_G1_D101
4454.030776576524	-1.1331997285324187	0.6657698614920794	-1.702089256477856	0.08873863757842276	0.21028539888236344	AARSD1	C516R_G1_D101
374.0118576572913	-0.9360690123850187	0.7199121620922391	-1.3002544778026468	0.19351376459202255	NA	AASDH	C516R_G1_D101
1366.1987448534885	0.6643231040326761	0.3562910638566628	1.8645516865950242	0.062244270288576035	NA	AASDHPPT	C516R_G1_D101
947.3080246361968	-0.37409244957289606	0.3980337660557543	-0.9398510414829865	0.34729397319386884	NA	AASS	C516R_G1_D101
8524.571669151877	-1.0830409987829994	0.6552671835998766	-1.6528234983980714	0.09836679024052496	0.22369668699344894	AATF	C516R_G1_D101
218.982389057408	0.23140213175617488	0.46176182668378274	0.5011287602919166	0.6162805071396456	NA	AATK	C516R_G1_D101
129.08696891993304	0.30221746198358096	0.33419022632723366	0.9043276498686544	0.36582168950314436	NA	ABAT	C516R_G1_D101
19.71477603799686	0.3527331575756801	0.8140038219865116	0.43333108278885335	0.6647742600074968	NA	ABCA1	C516R_G1_D101
30.830190088094636	0.7879673015656236	0.588121698124379	1.3398031463191828	0.18030935249211694	NA	ABCA11P	C516R_G1_D101
1.403919604474817	-1.4091527402776602	2.7715468915458024	-0.5084354677801318	0.6111479846144843	NA	ABCA13	C516R_G1_D101
42.43078992685156	0.0574583192187395	0.6332693838702019	0.09073282347487754	0.9277048888296862	NA	ABCA17P	C516R_G1_D101
2316.7603230152745	0.33414542844110395	0.6347902411459616	0.526387154027265	0.5986192392411818	NA	ABCA2	C516R_G1_D101
781.9947220418591	0.19102445466561194	0.32187111249574596	0.5934812017904733	0.5528591597915328	NA	ABCA3	C516R_G1_D101
77.05243501186123	-0.3540273311428672	0.6503304560236334	-0.544380672723717	0.5861795428994176	NA	ABCA5	C516R_G1_D101
776.7958361718252	-1.1560002025216862	0.6619571423622226	-1.7463369280924286	0.08075242262425497	NA	ABCA7	C516R_G1_D101
71.31027825362449	1.2799302556001624	0.7367490898052034	1.7372675084519973	0.08233996383267582	NA	ABCB1	C516R_G1_D101
536.452874064762	1.2212814706714727	0.6954730708325204	1.7560442264278184	0.07908085722691396	NA	ABCB10	C516R_G1_D101
9.642252008657021	-0.556124873696995	1.1914087741872408	-0.4667792329096906	0.6406578352454462	NA	ABCB4	C516R_G1_D101
137.82184184635784	-0.8527026778127961	0.790053137183897	-1.0792978822313268	0.28045495667952663	NA	ABCB6	C516R_G1_D101
2798.4719709670294	-0.4281843106079702	0.3479493941590945	-1.230593637453467	0.2184748860898163	0.3645092355307699	ABCB7	C516R_G1_D101
1202.8675010749917	-0.049421423605345315	0.3027232793554054	-0.16325610541276944	0.8703167929644658	NA	ABCB8	C516R_G1_D101
98.32773255828403	-0.21947895335288145	0.6300250151075321	-0.34836545865630586	0.7275657397796442	NA	ABCB9	C516R_G1_D101
543.5208822055736	0.46324398606088363	0.4588827035154618	1.0095041336533506	0.31273292018869786	NA	ABCC1	C516R_G1_D101
507.31646096117413	-0.8553611419406101	0.46692536568795334	-1.831901209051574	0.06696614040454611	NA	ABCC10	C516R_G1_D101
1.7895739607829997	2.3693966511835307	2.830667623723392	0.8370451660682378	0.4025671806803522	NA	ABCC11	C516R_G1_D101
4.193652313680225	-1.5643732523633356	1.7862189045466286	-0.8758015315935753	0.38113793729787304	NA	ABCC2	C516R_G1_D101
25.53860949426539	-1.0018999308729237	1.15730192894167	-0.8657204363161666	0.38664349015423005	NA	ABCC3	C516R_G1_D101
